year,ACCESS1-0_rcp45_r1i1p1-growing_degree_day,ACCESS1-0_rcp85_r1i1p1-growing_degree_day,bcc-csm1-1_rcp26_r1i1p1-growing_degree_day,bcc-csm1-1_rcp45_r1i1p1-growing_degree_day,bcc-csm1-1_rcp60_r1i1p1-growing_degree_day,bcc-csm1-1_rcp85_r1i1p1-growing_degree_day,BNU-ESM_rcp45_r1i1p1-growing_degree_day,BNU-ESM_rcp85_r1i1p1-growing_degree_day,CanESM2_rcp26_r1i1p1-growing_degree_day,CanESM2_rcp45_r1i1p1-growing_degree_day,CanESM2_rcp85_r1i1p1-growing_degree_day,CCSM4_rcp26_r1i1p1-growing_degree_day,CCSM4_rcp45_r1i1p1-growing_degree_day,CCSM4_rcp60_r1i1p1-growing_degree_day,CCSM4_rcp85_r1i1p1-growing_degree_day,CESM1-BGC_rcp45_r1i1p1-growing_degree_day,CESM1-BGC_rcp85_r1i1p1-growing_degree_day,CNRM-CM5_rcp45_r1i1p1-growing_degree_day,CNRM-CM5_rcp85_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp26_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp45_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp85_r1i1p1-growing_degree_day,GFDL-CM3_rcp26_r1i1p1-growing_degree_day,GFDL-CM3_rcp60_r1i1p1-growing_degree_day,GFDL-CM3_rcp85_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp26_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp45_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp60_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp85_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp26_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp45_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp60_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp85_r1i1p1-growing_degree_day,inmcm4_rcp45_r1i1p1-growing_degree_day,inmcm4_rcp85_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp26_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp45_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp60_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp85_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp26_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp45_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp60_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp85_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp26_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp45_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp60_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp85_r1i1p1-growing_degree_day,MIROC-ESM_rcp26_r1i1p1-growing_degree_day,MIROC-ESM_rcp45_r1i1p1-growing_degree_day,MIROC-ESM_rcp60_r1i1p1-growing_degree_day,MIROC-ESM_rcp85_r1i1p1-growing_degree_day,MIROC5_rcp26_r1i1p1-growing_degree_day,MIROC5_rcp45_r1i1p1-growing_degree_day,MIROC5_rcp60_r1i1p1-growing_degree_day,MIROC5_rcp85_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp26_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp45_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp85_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp26_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp45_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp85_r1i1p1-growing_degree_day,MRI-CGCM3_rcp26_r1i1p1-growing_degree_day,MRI-CGCM3_rcp45_r1i1p1-growing_degree_day,MRI-CGCM3_rcp60_r1i1p1-growing_degree_day,MRI-CGCM3_rcp85_r1i1p1-growing_degree_day,NorESM1-M_rcp26_r1i1p1-growing_degree_day,NorESM1-M_rcp45_r1i1p1-growing_degree_day,NorESM1-M_rcp60_r1i1p1-growing_degree_day,NorESM1-M_rcp85_r1i1p1-growing_degree_day
2087,1482.1097,1933.0608,962.234,1068.7814,857.21735,1519.5048,1171.8767,1741.9032,1000.72437,1332.4995,1744.6096,937.9203,1140.6925,1245.4392,1680.696,1133.2219,1514.7451,1113.2775,1217.8793,1051.8691,1165.0288,1636.7382,1274.5988,1617.243,1703.9808,930.65137,1014.7575,1204.885,1321.3568,740.07135,1127.0226,1205.0531,1310.1163,795.02625,1532.1908,1076.075,1169.2045,1180.26,1694.712,960.7253,1154.876,1355.1865,1862.4769,1006.28284,1256.4254,1461.8165,1848.6705,1089.0797,1191.2025,1326.605,1915.2894,926.9588,1182.9596,1186.5621,1553.9187,1123.2219,1055.4401,1789.9307,894.00995,981.97614,1688.0219,805.5979,1062.6531,1199.7238,1280.7843,992.54474,1111.4662,1140.006,1345.1531
2088,1288.2974,1848.1227,971.5358,1143.683,959.5069,1578.9741,1180.8397,1892.0437,868.904,1206.6051,1810.4991,943.6272,1046.7642,1032.6294,1516.8936,1058.0065,1551.7593,1103.0173,1453.9628,1101.7678,1269.521,1840.3539,989.669,1495.9312,1938.4143,918.346,1038.2328,1165.4116,1518.7506,851.43884,882.8228,1130.1505,1190.1422,866.57385,1537.3618,1021.98236,1263.994,1315.4932,1880.0112,950.74036,1051.9299,1495.6185,2054.2632,1055.529,1315.5205,1427.0552,1926.018,1065.0283,1122.2532,1338.1812,1812.2158,1001.749,1106.6704,1226.1877,1546.4016,878.6481,1105.2842,1690.8049,943.1825,996.3024,1655.704,837.4599,926.90924,897.97174,1250.6235,983.11694,1156.4828,1228.0037,1583.8839
2089,1212.9982,1874.1886,873.8893,1177.1106,828.3189,1702.2532,1292.8462,1700.2456,915.3275,1093.2549,1657.7028,1006.83673,1041.4292,1124.6475,1497.7527,1085.7362,1541.1532,1086.6953,1412.8011,1111.3911,1166.5083,1644.0865,1111.8623,1404.6874,1719.542,839.7258,897.7761,1058.737,1565.4452,780.6477,875.9912,995.73987,1259.7063,810.9714,1157.9946,966.1314,1236.9707,1307.9635,1789.6769,970.13696,1227.3647,1264.4968,1863.9452,969.00714,1312.0225,1411.007,1880.3914,1049.4705,1248.5203,1334.2091,1766.087,897.1765,1099.2657,1221.2524,1503.7178,959.0985,1121.082,1657.2805,906.07935,1135.7032,1643.5702,864.54913,915.0936,1132.3304,1160.8528,838.08954,1171.9784,1134.4342,1769.4825
2090,1305.3508,1809.3195,1149.312,1079.8004,788.2087,1982.9122,1176.1093,1643.7764,1056.1558,1020.0977,1909.7167,1011.95776,1206.6437,1194.0425,1537.745,1125.6919,1586.9379,1210.6637,1445.0724,925.8316,1161.1062,1771.1267,1159.4194,1511.555,2116.0503,913.30054,891.3315,1163.229,1483.5077,717.4085,1095.3555,990.4726,1295.3257,929.7012,1250.3024,885.24915,1120.4222,1435.4886,1911.3801,942.90625,1219.3633,1479.7095,1799.7411,1118.6057,1315.0167,1373.9763,2032.0479,1018.4566,1273.5068,1316.8827,1692.6226,918.5747,1148.2324,1079.2643,1430.6975,903.39886,1112.9486,1689.262,760.82135,1110.7594,1844.591,856.1601,792.9665,969.8852,1222.4042,1013.17236,1193.1487,1291.804,1656.9493
2091,1140.4207,1790.9203,940.705,1061.8182,1012.74054,1608.139,1202.0371,1707.3846,1112.1952,1116.8423,1870.2439,1004.69666,1074.0521,1116.6708,1762.1735,1075.5715,1486.3711,999.2542,1462.7498,1039.4863,1346.6709,1670.8646,1284.9186,1366.3541,1930.2035,731.6729,900.3382,1073.1082,1472.7244,1027.9568,791.53577,1315.7673,1347.5781,1089.4681,1264.164,946.5027,1340.6945,1353.5756,1861.1683,910.329,1371.4563,1430.1077,1674.3296,987.4072,1236.2878,1516.8773,1866.3346,1060.6555,1202.4275,1403.7273,1984.2793,960.8507,1206.575,1310.2183,1457.2236,915.5251,1096.725,1752.5181,984.27985,997.83636,1618.4346,797.37866,922.1458,1073.7273,1338.1108,1022.7784,1096.7916,1263.57,1673.81
2092,1298.6467,1875.9847,874.8214,1120.8054,822.27625,1744.5756,1289.1697,1767.4828,1060.7598,1132.696,1794.9321,908.8725,1050.2297,1271.0531,1522.6635,1073.1056,1560.0569,1128.4116,1421.3711,1095.899,1041.9338,1650.2191,1032.8048,1459.6989,1982.9209,803.775,1128.0706,1195.8839,1444.7732,855.85614,896.1639,1429.1522,1542.7065,1047.7079,1105.4109,977.2089,1332.9946,1396.5592,2076.055,968.23413,1201.0085,1434.1622,1785.737,1132.1305,1204.0277,1331.6827,1901.5762,962.6243,1201.3438,1381.6107,1934.5072,992.6088,1087.41,1174.7778,1603.9507,955.8843,1237.2495,1903.1537,863.92456,1034.1945,1482.563,773.71545,876.88513,975.9976,1281.9634,939.06824,1461.8346,1168.4431,1576.3892
2093,1241.3301,1887.3807,1002.0889,1088.9036,842.00885,1678.133,1272.4437,1587.5305,875.9929,1271.8754,1988.892,1021.19147,1232.7634,1184.1378,1742.8464,1032.4723,1661.4434,1008.86884,1357.0063,912.27344,1294.4587,1698.5687,1086.0083,1603.6805,2005.4141,1095.2233,1040.804,1247.1934,1649.662,784.79626,999.4365,1222.2865,1625.9811,985.8659,1281.9692,1032.4058,1340.5919,1282.1327,1980.9491,965.91876,1224.035,1412.3231,1747.3346,914.36945,1289.6571,1371.9839,1859.2418,1015.6152,1274.5176,1368.1674,1862.4294,927.114,1096.6296,1259.3822,1649.8903,857.38,1243.8392,1609.7045,740.93054,1172.6576,1763.3243,782.72125,1011.0104,1111.6176,1274.6349,883.598,1179.5294,1220.0894,1524.3186
2094,1167.392,2055.863,897.9682,1097.4531,852.9533,1686.0542,1214.8173,1818.3795,1054.07,1098.8214,1877.51,857.17035,1114.6276,1237.9807,1792.6069,1036.2787,1749.9946,1148.756,1542.3589,924.185,1280.3502,1786.8237,1299.4441,1553.4221,2039.5182,963.27435,902.5931,1254.5919,1560.671,798.8706,956.35986,1190.0282,1435.4728,905.66223,1127.3098,1093.5154,1306.0697,1286.5438,1875.7815,965.54456,1340.1757,1235.0349,1944.8424,875.7549,1267.6105,1490.1233,1907.4253,1072.3267,1269.7874,1407.2672,2008.4905,1067.1279,1127.9027,1250.0377,1553.11,900.9883,1120.0613,1629.0322,893.42804,1070.1869,1820.6483,920.3438,849.7535,1132.8304,1452.1024,873.30273,1265.8456,1162.0736,1793.921
2095,1260.2814,1968.3444,888.4003,1065.0498,928.16345,1652.093,1358.0312,1734.0991,1041.3275,1171.0161,1928.5892,952.5706,1028.5587,1424.4613,1823.4359,1036.3138,1516.4594,1277.7922,1723.8236,1034.2214,1257.619,1743.5167,1151.7311,1597.1112,1992.8466,805.66064,1174.9813,1032.128,1615.266,853.20526,856.4595,1074.7952,1490.3394,905.96545,1038.0892,948.74445,1221.0005,1322.4379,1838.859,994.2427,1108.1346,1172.6952,1874.0321,1057.1123,1247.0051,1411.344,1951.8994,992.0349,1151.1566,1401.9961,1965.9755,989.7591,1221.3046,1262.1066,1589.6912,1012.1478,1020.5115,1918.9792,978.0356,1123.5488,1747.6624,770.1844,954.0743,1128.2338,1196.5833,947.06757,1158.965,1200.3446,1666.947
2096,1400.0454,2100.592,845.0224,985.5058,896.70026,1709.7241,1206.8712,1922.5416,1030.7041,1164.7273,2050.6355,891.6889,982.76917,1166.0789,1689.1764,1051.7621,1531.5251,1028.1561,1417.1624,975.59674,1151.3125,1744.3081,1262.2827,1565.5277,2001.7769,955.01935,965.89056,1239.5934,1586.3107,769.0501,855.3918,1052.6969,1519.3718,785.47314,1305.0844,983.26154,1295.2086,1386.8408,1978.3689,1012.889,1231.3313,1424.9006,1980.8872,1038.9321,1281.4686,1384.9015,1962.9961,1088.5459,1316.4044,1482.331,2036.603,957.185,1223.3792,1281.555,1500.727,849.8019,1180.2126,1711.9744,963.3489,1167.05,1879.4203,901.0623,1010.67584,968.6666,1288.0614,904.6092,1205.9126,1134.0577,1543.9585
2097,1325.3772,1863.8029,1028.9844,1015.76526,890.69995,1718.9553,1232.3363,1787.492,1053.4352,1135.7753,2079.4983,824.301,1176.407,1160.5007,1540.8226,1084.598,1644.7258,1214.8241,1329.2666,1022.29944,1492.6544,1840.3381,1290.4408,1397.1328,2210.7856,801.7673,1164.1835,1399.849,1527.5822,834.8428,1257.2567,1198.4508,1259.194,895.40857,1259.1525,1111.8624,1214.5422,1530.0404,2007.692,1009.1158,1192.063,1527.6627,1975.2358,1004.9029,1256.9575,1366.4552,2025.7532,1181.5999,1320.33,1413.574,2023.465,950.6484,1123.5895,1302.1819,1561.0566,782.44006,1228.0002,1724.6786,867.8452,1197.8143,1836.4061,826.03827,861.2396,1073.7834,1289.9957,840.5925,1148.4425,1256.2479,1645.62
2098,1406.9119,1851.1255,768.14526,1108.3932,923.4462,1800.7495,1249.7001,1795.6619,1130.4343,1289.1351,1824.453,876.168,1253.2524,1286.5183,1478.4781,1084.5652,1615.3615,1224.8502,1593.2043,1119.8931,1375.2767,1910.8698,1095.3217,1560.1764,1986.6622,903.2795,1018.7629,1326.1194,1523.1057,873.93445,965.1758,1188.9071,1362.7296,984.64264,1199.4092,1033.3722,1255.8691,1402.0383,1973.5857,973.58215,1119.9813,1385.9318,1923.3147,994.02795,1230.3341,1547.6887,2120.3718,1076.4607,1283.0637,1415.2803,2001.2325,858.8228,1256.2117,1199.5854,1706.1715,887.0675,1040.4403,1877.0177,999.69226,1061.0433,1664.1221,861.1491,842.6916,1090.1736,1439.608,1020.8067,1154.7057,1166.9131,1690.4918
2099,1281.1442,1974.1478,901.3634,1237.8341,928.85785,1493.7858,1212.4075,1781.5454,967.82446,1265.5835,1790.5872,919.3995,999.64984,1338.5746,1654.0417,1060.9149,1596.0332,1097.1141,1661.4373,1091.0197,1263.254,1833.6136,1163.1407,1605.9557,2026.3132,900.95685,914.3722,1280.8585,1832.575,1015.861,819.8319,1063.6376,1620.8767,1037.8596,1630.3492,1008.4888,1450.1893,1379.6376,1839.4193,947.5943,1286.7318,1324.7633,1992.045,1016.495,1329.4448,1477.9846,2170.0518,1041.7394,1073.8136,1538.5337,1896.023,909.3608,1193.9812,1349.2355,1862.4335,951.22144,1203.7169,1787.9738,987.07184,1123.9338,1869.5004,826.1927,971.7413,1033.3707,1432.5658,992.63416,1105.1202,1192.0494,1635.9246
